,battle_id,url
196,9FDNJJ0TUN,https://hera-public-files.azureedge.net/public-images/DeZxm/dcf7766da094455e88b862c48acdbf9d.original.jpg
197,PNNHPVMGB0,https://hera-public-files.azureedge.net/public-images/72__3r/775a094700c646b48439f70aad05efbc.original.jpg
198,PNNHPVMGB0,https://hera-public-files.azureedge.net/public-images/72__3r/eb922dc7af1a433cae14d61927e85fe9.original.jpg
199,9LZOTWB3GK,https://hera-public-files.azureedge.net/public-images/FoLrT/bfb260d660f5421da011cf864e56e1e3.original.jpg
200,9LZOTWB3GK,https://hera-public-files.azureedge.net/public-images/FoLrT/8511c908f6274dfbb36e4581589394b2.original.jpg
201,9PQOA14KTE,https://hera-public-files.azureedge.net/public-images/QWR_im/09733a82cf5e420e9b108d3e8e390f93.original.jpg
202,A3BFMMBJWU,https://hera-public-files.azureedge.net/public-images/hamny/85b4db2237594eaa8f56b06991af60ca.original.jpg
203,9YHBLNTT2K,https://hera-public-files.azureedge.net/public-images/i_Frooss13/c348740594eb483c9f567b8102afb57b.original.jpg
204,9YHBLNTT2K,https://hera-public-files.azureedge.net/public-images/i_Frooss13/2441d1d9f85244aab9b90a5c32221cb7.original.jpg
205,Q0ATBVRIRU,https://hera-public-files.azureedge.net/public-images/xfahdd/a99f1981cbcc4b2e81ded67efa994bb3.original.jpg
206,Q0ATB3ZB1T,https://hera-public-files.azureedge.net/public-images/xfahdd/4d705634359541bfbbf16976537b2920.original.jpg
207,A6CE0B4007,https://hera-public-files.azureedge.net/public-images/Munther_5rab/712efbc76a704ee2b99756f4c7102976.original.jpg
208,A6CE0B4007,https://hera-public-files.azureedge.net/public-images/Munther_5rab/2712396ff0de4adebb9699e5e049a7f2.original.jpg
209,A6CE0B4007,https://hera-public-files.azureedge.net/public-images/Munther_5rab/d0df18b216dc432a8bcd655081615c80.original.mov
210,Q6WQBOE1E,https://hera-public-files.azureedge.net/public-images/zJALLAD/f6683b190bb44015bbc9e46764ae6e4c.original.jpg
